rango,mapa_Abyss,mapa_Ascent,mapa_Bind,mapa_Breeze,mapa_Corrode,mapa_Fracture,mapa_Haven,mapa_Icebox,mapa_Lotus,mapa_Pearl,mapa_Split,mapa_Sunset,mapa_Summit,id_partida,kills,asistencias,muertes,headshots,subrango,acs,fb,fd,racha,rondas_ganadas,rondas_perdidas,es_main,num_amigos,desconocidos
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0e4c08ab-4ce1-4cda-a5e8-6ac1527d10ed,16.0,9.0,18.0,16.0,3.0,201.042,5.0,3.0,0.0,11.0,13.0,0.0,0.0,4.0
6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6a6e62d0-1be5-4b3e-8665-b06886db8e67,21.0,4.0,14.0,12.0,1.0,316.4,4.0,2.0,0.0,7.0,13.0,1.0,1.0,3.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4df34ce6-3fd5-476f-83a3-6a0c5761d246,13.0,6.0,12.0,4.0,3.0,193.737,2.0,1.0,1.0,13.0,6.0,0.0,2.0,2.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,c64e57e8-94c1-48c0-a184-1f4643267659,14.0,4.0,14.0,8.0,3.0,178.286,1.0,2.0,2.0,13.0,8.0,1.0,2.0,2.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6524a3f0-781f-4b0a-aae6-461bedfb22b1,12.0,3.0,21.0,12.0,3.0,183.5,1.0,3.0,0.0,9.0,13.0,0.0,2.0,2.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2daf3fe2-ce8f-4743-9655-d8286d37a181,9.0,4.0,17.0,9.0,3.0,163.056,2.0,4.0,0.0,5.0,13.0,0.0,2.0,2.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22467654-460a-4127-a529-d065c9a04386,19.0,12.0,16.0,17.0,1.0,263.818,2.0,0.0,0.0,9.0,13.0,0.0,0.0,4.0
6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2bf91a0f-0eba-413f-a01c-2639b77e9126,10.0,6.0,20.0,9.0,1.0,153.909,0.0,0.0,0.0,9.0,13.0,0.0,0.0,4.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4f597f34-3870-46b5-a741-e7af786db637,18.0,5.0,17.0,9.0,1.0,215.792,0.0,1.0,0.0,11.0,13.0,0.0,0.0,4.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,a7868810-bbb2-4a66-98ab-7927278ef60e,15.0,14.0,13.0,6.0,3.0,248.4,2.0,1.0,1.0,13.0,7.0,1.0,0.0,4.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,437617f5-dfe3-49cf-b8bc-5699ee3dc026,13.0,6.0,18.0,10.0,1.0,217.368,1.0,0.0,0.0,6.0,13.0,0.0,1.0,3.0
6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27791d27-b922-443b-a876-dae8b767a3bd,18.0,2.0,8.0,11.0,1.0,278.412,6.0,0.0,1.0,13.0,4.0,1.0,1.0,3.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5d8de604-f710-42a2-ace5-6fe32f492eea,10.0,9.0,18.0,7.0,1.0,164.087,1.0,3.0,0.0,10.0,13.0,0.0,1.0,3.0
