rango,mapa_Abyss,mapa_Ascent,mapa_Bind,mapa_Breeze,mapa_Corrode,mapa_Fracture,mapa_Haven,mapa_Icebox,mapa_Lotus,mapa_Pearl,mapa_Split,mapa_Sunset,mapa_Summit,id_partida,kills,asistencias,muertes,headshots,subrango,acs,fb,fd,racha,rondas_ganadas,rondas_perdidas,es_main,num_amigos,desconocidos
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7b1b4045-8676-4136-8a2e-166ec374f301,21.0,2.0,16.0,14.0,2.0,261.565,6.0,4.0,0.0,10.0,13.0,1.0,0.0,4.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7e914b8f-df6f-426b-b5ea-fcc95e0e5341,5.0,2.0,15.0,2.0,3.0,120.933,0.0,1.0,0.0,2.0,13.0,1.0,1.0,3.0
5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41930b30-db57-405c-bef3-7e9fa485e811,21.0,1.0,8.0,13.0,3.0,274.7,3.0,2.0,1.0,13.0,7.0,0.0,1.0,3.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,e6d889a2-baae-4581-831e-4414a59dbe27,20.0,3.0,16.0,8.0,3.0,173.964,3.0,2.0,0.0,13.0,15.0,0.0,1.0,3.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6e036fd7-b0e8-4151-a243-1705fdde761e,19.0,3.0,13.0,13.0,3.0,234.318,3.0,2.0,1.0,13.0,9.0,0.0,1.0,3.0
5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14202ae1-fa7f-4a0f-b552-d529d5feba0d,19.0,4.0,19.0,7.0,3.0,238.875,4.0,1.0,2.0,13.0,11.0,0.0,1.0,3.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,983e194a-8de4-483b-afb3-8ef5bf14850d,17.0,4.0,18.0,17.0,3.0,210.0,2.0,3.0,3.0,13.0,11.0,1.0,0.0,4.0
5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,de0d6bc8-1ae9-49e5-992c-3a95e599166f,23.0,5.0,22.0,13.0,3.0,240.679,2.0,2.0,4.0,15.0,13.0,1.0,0.0,4.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13efbbcc-956f-4709-b19f-21629d6ae494,29.0,1.0,20.0,15.0,3.0,248.733,3.0,3.0,4.0,15.0,15.0,1.0,0.0,4.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3aad8555-e164-4646-bf42-775d0ba88d8b,22.0,4.0,8.0,19.0,3.0,292.2,0.0,1.0,1.0,13.0,7.0,1.0,0.0,4.0
