rango,mapa_Abyss,mapa_Ascent,mapa_Bind,mapa_Breeze,mapa_Corrode,mapa_Fracture,mapa_Haven,mapa_Icebox,mapa_Lotus,mapa_Pearl,mapa_Split,mapa_Sunset,mapa_Summit,id_partida,kills,asistencias,muertes,headshots,subrango,acs,fb,fd,racha,rondas_ganadas,rondas_perdidas,es_main,num_amigos,desconocidos
2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,cb3d7345-b2c4-48c0-8410-92502c39db42,27.0,20.0,16.0,10.0,3.0,282.423,4.0,1.0,0.0,12.0,14.0,0.0,4.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,e52a9066-d920-4390-81e0-7805b79c2bad,23.0,4.0,15.0,11.0,3.0,296.143,2.0,1.0,3.0,13.0,8.0,1.0,4.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,18e193fb-25bd-4e36-826c-f3cca2891b0c,20.0,6.0,15.0,6.0,3.0,263.182,0.0,4.0,0.0,9.0,13.0,1.0,4.0,0.0
2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75378d13-50a7-4744-8a4e-22a5b13518a9,30.0,6.0,16.0,18.0,3.0,399.818,8.0,0.0,1.0,13.0,9.0,1.0,3.0,1.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0acf19df-9649-48bf-82e0-2fb9ffe9d632,17.0,8.0,16.0,11.0,2.0,234.263,0.0,2.0,0.0,6.0,13.0,0.0,2.0,2.0
3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,133916b0-27ed-44df-bb4b-e3805cfb8f89,14.0,3.0,19.0,10.0,1.0,190.87,4.0,4.0,0.0,10.0,13.0,1.0,3.0,1.0
3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,eb306a08-8c72-4915-9016-204696d4ff5e,10.0,0.0,14.0,6.0,2.0,213.667,0.0,1.0,0.0,2.0,13.0,1.0,3.0,1.0
