rango,mapa_Abyss,mapa_Ascent,mapa_Bind,mapa_Breeze,mapa_Corrode,mapa_Fracture,mapa_Haven,mapa_Icebox,mapa_Lotus,mapa_Pearl,mapa_Split,mapa_Sunset,id_partida,kills,asistencias,muertes,headshots,subrango,acs,fb,fd,racha,rondas_ganadas,rondas_perdidas,es_main,num_amigos,desconocidos
5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ab8fb01d-d149-400e-bcb7-b2e25c8ee7fd,13.0,2.0,15.0,6.0,3.0,186.55,1.0,0.0,0.0,7.0,13.0,1.0,2.0,2.0
5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8a08045c-41d4-4e1a-aebc-059bd791cb45,15.0,2.0,14.0,9.0,3.0,186.273,1.0,1.0,1.0,13.0,9.0,1.0,0.0,4.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3839b5be-7d37-45e5-aecb-36864c969d47,20.0,4.0,15.0,13.0,3.0,264.857,3.0,0.0,2.0,13.0,8.0,0.0,0.0,4.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,f53ab275-f2c5-44c1-b886-bc5ba13ea350,14.0,9.0,20.0,6.0,3.0,174.846,4.0,2.0,0.0,12.0,14.0,0.0,0.0,4.0
5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23631cb0-fd7b-4887-809e-d4bd4163f7a6,22.0,2.0,17.0,13.0,3.0,262.435,3.0,2.0,1.0,13.0,10.0,0.0,0.0,4.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5596dd4a-2027-4957-9a4b-29fe63efa003,22.0,3.0,17.0,19.0,3.0,301.045,4.0,1.0,0.0,9.0,13.0,0.0,0.0,4.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,a154bdd2-0eb0-4b8d-b1da-982487e0c795,6.0,4.0,11.0,2.0,3.0,132.429,0.0,2.0,0.0,1.0,11.0,1.0,0.0,4.0
5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c99b6c99-02fd-4cb1-8fd5-67dad6689622,14.0,7.0,19.0,8.0,3.0,168.5,2.0,3.0,1.0,13.0,11.0,1.0,0.0,4.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4708da8b-9816-446a-a17e-741405878925,20.0,6.0,14.0,13.0,3.0,255.381,0.0,1.0,2.0,13.0,8.0,1.0,0.0,4.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,c7bf25c1-707a-403b-b51b-13aabbf6fb15,19.0,2.0,16.0,11.0,3.0,215.261,3.0,2.0,0.0,10.0,13.0,0.0,1.0,3.0
5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,ee859ba0-218e-419c-9cc1-95fef497c89c,15.0,3.0,15.0,9.0,3.0,198.75,1.0,3.0,1.0,13.0,7.0,1.0,0.0,4.0
5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,e4012e8b-12e5-4f22-aa1e-82d14d59f6d0,10.0,1.0,14.0,6.0,3.0,184.875,0.0,2.0,0.0,3.0,13.0,0.0,1.0,3.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5563f4ff-38a3-4f23-afba-e324c1e026b5,15.0,8.0,15.0,10.0,3.0,278.882,1.0,4.0,1.0,13.0,4.0,1.0,1.0,3.0
5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82d2fff6-9fb0-4d45-91c1-80bd0129eb72,17.0,1.0,13.0,8.0,3.0,259.824,1.0,1.0,2.0,13.0,4.0,1.0,1.0,3.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,fdc6113c-f3c4-4ecf-8784-9d0fbadbd77c,19.0,1.0,13.0,15.0,3.0,229.87,4.0,2.0,1.0,13.0,10.0,0.0,1.0,3.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,acf13fbd-78ea-44fb-9880-20383ced482c,13.0,3.0,7.0,10.0,3.0,271.692,4.0,1.0,2.0,13.0,0.0,1.0,1.0,3.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9e611015-2cda-4e6a-a60b-b9e1a4eb6727,29.0,3.0,15.0,15.0,3.0,290.857,4.0,0.0,0.0,13.0,15.0,0.0,1.0,3.0
5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617155f9-f635-4c28-9211-45925a73f1ae,12.0,4.0,15.0,7.0,3.0,192.278,2.0,4.0,0.0,5.0,13.0,0.0,1.0,3.0
